Geneid	Chr	Start	End	Strand	Length
ENSG00000219481	chr1	16888814	16890681	-	12212
ENSG00000271732	chr1	16943886	16944224	+	339
ENSG00000215908	chr1	16944751	16946533	-	4534
ENSG00000186301	chr1	16972069	16972173	+	2686
ENSG00000207513	chr1	16993280	16993443	-	164
ENSG00000237847	chr1	16999498	17000007	+	510
ENSG00000264742	chr1	17007750	17007823	+	74
ENSG00000236698	chr1	17012116	17012550	-	435
ENSG00000268869	chr1	17013834	17014017	-	3178
ENSG00000268991	chr1	17060447	17060956	-	510
ENSG00000058453	chr1	17066768	17066892	+	8871
ENSG00000207389	chr1	17067011	17067174	+	164
ENSG00000227684	chr1	17076728	17076916	+	498
ENSG00000186715	chr1	17081405	17083888	-	5295
ENSG00000223643	chr1	17177752	17177972	-	837
ENSG00000230239	chr1	17181902	17182018	+	882
ENSG00000263811	chr1	17185444	17185516	-	73
ENSG00000228549	chr1	17197440	17200002	+	2963
ENSG00000238142	chr1	17215033	17215280	-	508
ENSG00000235241	chr1	17215590	17216097	+	508
ENSG00000207005	chr1	17222475	17222638	+	164
ENSG00000272426	chr1	17230834	17231271	-	438
ENSG00000117122	chr1	17300997	17301518	-	2915
ENSG00000226526	chr1	17305421	17305607	+	636
ENSG00000159363	chr1	17312453	17312853	-	5253
ENSG00000117118	chr1	17345217	17345453	-	2462
ENSG00000117115	chr1	17393256	17395772	-	6002
ENSG00000252180	chr1	17484692	17484779	+	88
ENSG00000204362	chr1	17516278	17516425	+	4676
ENSG00000142623	chr1	17531621	17531804	+	5061
ENSG00000142619	chr1	17575593	17575724	+	3189
ENSG00000266634	chr1	17604384	17604470	+	87
ENSG00000159339	chr1	17634690	17634809	+	2971
ENSG00000269468	chr1	17655507	17655529	-	339
ENSG00000256049	chr1	17698691	17698856	+	2397
ENSG00000227751	chr1	17733256	17733500	+	311
ENSG00000179051	chr1	17733256	17735690	-	4126
ENSG00000266727	chr1	17740127	17740190	-	64
ENSG00000239020	chr1	17776259	17776359	+	101
ENSG00000074964	chr1	17866330	17866445	+	7847
ENSG00000236648	chr1	18044182	18044239	+	610
ENSG00000117148	chr1	18081808	18081999	+	1861
ENSG00000261781	chr1	18392151	18392341	+	2471
ENSG00000117154	chr1	18434240	18434692	+	3085
ENSG00000230035	chr1	18493423	18493518	-	430
ENSG00000225387	chr1	18712323	18712714	+	491
ENSG00000179023	chr1	18807424	18812478	+	5055
ENSG00000235282	chr1	18839612	18839881	+	270
ENSG00000225478	chr1	18921908	18922130	+	223
ENSG00000009709	chr1	18957500	18958182	+	6313
ENSG00000179002	chr1	19166093	19167021	-	2542
ENSG00000255275	chr1	19175767	19176044	-	4369
ENSG00000159423	chr1	19197926	19199451	-	3687
ENSG00000265606	chr1	19209696	19209769	-	74
ENSG00000221662	chr1	19223565	19223642	-	78
ENSG00000169991	chr1	19230775	19235160	-	6188
ENSG00000272084	chr1	19398604	19402005	-	3402
ENSG00000127481	chr1	19401000	19401390	-	24695
ENSG00000266098	chr1	19410046	19410145	-	100
ENSG00000230424	chr1	19536995	19537053	+	507
ENSG00000127463	chr1	19542158	19545976	-	10650
ENSG00000053372	chr1	19578033	19578742	+	2822
ENSG00000211454	chr1	19592476	19593955	-	2768
ENSG00000162482	chr1	19609052	19609386	-	1710
ENSG00000270728	chr1	19623574	19623683	+	525
ENSG00000053371	chr1	19630459	19630880	-	1781
ENSG00000200403	chr1	19631570	19631676	-	107
ENSG00000040487	chr1	19638820	19639383	+	2686
ENSG00000265192	chr1	19646299	19646554	-	256
ENSG00000077549	chr1	19665267	19666111	-	3476
ENSG00000240490	chr1	19750878	19751163	+	286
ENSG00000201609	chr1	19837087	19837227	+	141
ENSG00000239027	chr1	19858664	19858768	-	105
ENSG00000235185	chr1	19918296	19918379	-	207
ENSG00000270136	chr1	19923473	19923603	+	2493
ENSG00000173436	chr1	19923477	19923603	+	5220
ENSG00000226396	chr1	19934608	19935062	+	455
ENSG00000158747	chr1	19967048	19967223	+	3461
ENSG00000158748	chr1	19991780	19992960	+	1984
ENSG00000162542	chr1	20008706	20009937	-	4054
ENSG00000178828	chr1	20140523	20141771	-	1249
ENSG00000235434	chr1	20140860	20141046	+	447
ENSG00000169914	chr1	20209006	20209227	+	6767
ENSG00000188784	chr1	20246502	20246942	-	785
ENSG00000242688	chr1	20297462	20297760	+	299
ENSG00000188257	chr1	20301925	20302336	-	1654
ENSG00000127472	chr1	20354672	20355202	+	2607
ENSG00000117215	chr1	20438432	20440752	-	2672
ENSG00000158786	chr1	20465819	20466036	+	6440
ENSG00000227066	chr1	20480831	20480956	+	2639
ENSG00000187980	chr1	20487746	20490650	-	3298
ENSG00000225986	chr1	20510735	20511117	-	510
ENSG00000162543	chr1	20512578	20512646	+	5571
ENSG00000228105	chr1	20569588	20569707	+	480
ENSG00000158816	chr1	20617412	20617581	+	6377
ENSG00000226664	chr1	20620704	20620847	-	229
ENSG00000236963	chr1	20687072	20688534	-	3172
ENSG00000226487	chr1	20738797	20738975	-	376
ENSG00000162545	chr1	20808884	20810212	-	2615
ENSG00000090432	chr1	20825943	20827912	-	2436
ENSG00000215520	chr1	20852482	20853244	+	763
ENSG00000183114	chr1	20878932	20881512	+	2581
ENSG00000158825	chr1	20915441	20915776	+	963
ENSG00000158828	chr1	20959948	20960428	+	4836
ENSG00000117242	chr1	20969150	20969611	-	4443
ENSG00000257033	chr1	20976856	20977050	-	348
ENSG00000244038	chr1	20978270	20979021	-	2674
ENSG00000117245	chr1	20990507	20991255	-	4470
ENSG00000235432	chr1	21019227	21019268	-	479
ENSG00000189410	chr1	21046225	21048488	-	4423
ENSG00000233069	chr1	21059373	21059518	+	299
ENSG00000127483	chr1	21069154	21071584	-	7442
ENSG00000203394	chr1	21069480	21069925	+	572
ENSG00000075151	chr1	21132963	21133993	-	8353
ENSG00000251914	chr1	21167734	21167795	+	62
ENSG00000221808	chr1	21314807	21314925	-	119
ENSG00000233072	chr1	21330043	21330427	-	385
ENSG00000236073	chr1	21400132	21400246	-	115
ENSG00000235112	chr1	21487968	21488169	+	296
ENSG00000266867	chr1	21503059	21503122	-	64
ENSG00000117298	chr1	21543740	21546624	-	7265
ENSG00000236936	chr1	21592575	21592628	+	723
ENSG00000231105	chr1	21619783	21620236	+	2479
ENSG00000236216	chr1	21724480	21724855	+	376
ENSG00000228823	chr1	21737953	21738482	-	649
ENSG00000236009	chr1	21742391	21742428	+	761
ENSG00000227001	chr1	21751118	21751356	-	710
ENSG00000187952	chr1	21754796	21756030	+	1235
ENSG00000186543	chr1	21760811	21761033	+	830
ENSG00000142794	chr1	21766621	21766871	+	6812
ENSG00000176378	chr1	21786249	21786575	-	327
ENSG00000162551	chr1	21835858	21836010	+	3014
ENSG00000233431	chr1	21912965	21913582	+	821
ENSG00000221781	chr1	21918904	21919041	-	138
ENSG00000076864	chr1	21922708	21923757	-	5650
ENSG00000090686	chr1	22004791	22005932	-	9497
ENSG00000231978	chr1	22094762	22095068	+	307
ENSG00000187942	chr1	22138758	22139029	+	4490
ENSG00000142798	chr1	22148738	22149981	-	17694
ENSG00000232037	chr1	22234591	22235073	+	483
ENSG00000219073	chr1	22303514	22303575	+	1541
ENSG00000264385	chr1	22305444	22305729	-	286
ENSG00000263991	chr1	22313974	22314268	+	295
ENSG00000201919	chr1	22314309	22314412	+	104
ENSG00000142789	chr1	22328149	22328210	+	1224
ENSG00000263582	chr1	22330078	22330361	-	284
ENSG00000263929	chr1	22337143	22337437	+	295
ENSG00000201273	chr1	22337478	22337581	+	104
ENSG00000228397	chr1	22350487	22350938	-	615
ENSG00000218510	chr1	22351681	22351865	+	1424
ENSG00000070831	chr1	22379120	22379235	+	3470
ENSG00000230068	chr1	22385690	22386179	+	692
ENSG00000271428	chr1	22394833	22395320	-	488
ENSG00000271840	chr1	22427106	22427853	+	748
ENSG00000162552	chr1	22443798	22447010	-	4527
ENSG00000266564	chr1	22592732	22592793	+	62
ENSG00000234397	chr1	22649333	22649824	-	492
ENSG00000184677	chr1	22778344	22778497	+	8992
ENSG00000237200	chr1	22843967	22844136	+	273
ENSG00000070886	chr1	22890057	22890222	+	5358
ENSG00000173372	chr1	22962999	22963195	+	1272
ENSG00000159189	chr1	22970123	22970379	+	1335
ENSG00000173369	chr1	22979255	22979448	+	1601
ENSG00000133216	chr1	23037332	23037536	+	6341
ENSG00000265422	chr1	23046010	23046091	+	82
ENSG00000216157	chr1	23075310	23075404	-	95
ENSG00000225952	chr1	23162206	23162504	-	480
ENSG00000264014	chr1	23189652	23189719	-	68
ENSG00000272796	chr1	23243175	23247993	+	4819
ENSG00000215906	chr1	23279536	23280517	-	1641
ENSG00000227868	chr1	23337327	23337693	-	609
ENSG00000004487	chr1	23345941	23346440	+	5447
ENSG00000240553	chr1	23346640	23347044	-	666
ENSG00000263793	chr1	23370798	23370865	+	68
ENSG00000266802	chr1	23384351	23384427	-	77
ENSG00000169641	chr1	23410516	23415546	-	9739
ENSG00000229010	chr1	23466818	23467635	+	818
ENSG00000206935	chr1	23489197	23489303	+	107
ENSG00000252578	chr1	23490446	23490546	+	101
ENSG00000179546	chr1	23516993	23517006	-	2849
ENSG00000215381	chr1	23571258	23571717	+	460
ENSG00000261326	chr1	23607802	23613245	-	5444
ENSG00000125944	chr1	23630264	23630599	-	8676
ENSG00000125945	chr1	23685941	23689714	-	4392
ENSG00000249087	chr1	23695490	23695522	+	2655
ENSG00000201405	chr1	23696747	23696839	+	93
ENSG00000271420	chr1	23704873	23705522	-	650
ENSG00000204219	chr1	23707554	23707967	-	3515
ENSG00000232482	chr1	23737325	23737621	+	426
ENSG00000088280	chr1	23755056	23756423	-	4988
ENSG00000007968	chr1	23832922	23836640	-	5457
ENSG00000235052	chr1	23875630	23875934	-	456
ENSG00000117318	chr1	23884409	23884906	-	1797
ENSG00000197880	chr1	23907985	23908168	+	2142
ENSG00000229239	chr1	23996784	23996836	+	1186
ENSG00000142676	chr1	24018269	24018319	+	1987
ENSG00000203589	chr1	24032291	24033424	-	1134
ENSG00000244609	chr1	24063100	24063380	-	281
ENSG00000011007	chr1	24069645	24070068	+	5391
ENSG00000236810	chr1	24086872	24087641	-	1347
ENSG00000057757	chr1	24104895	24105203	+	2186
ENSG00000011009	chr1	24117460	24117740	+	2196
ENSG00000117308	chr1	24122089	24123272	-	3955
ENSG00000117305	chr1	24128375	24129054	-	5658
ENSG00000179163	chr1	24171567	24172345	-	2047
ENSG00000188822	chr1	24197016	24202152	-	5468
ENSG00000264347	chr1	24208284	24208575	-	292
ENSG00000238538	chr1	24208745	24208842	+	98
ENSG00000229106	chr1	24227961	24229227	-	1267
ENSG00000232557	chr1	24233601	24233671	+	210
ENSG00000264926	chr1	24255560	24255637	+	78
ENSG00000230228	chr1	24275506	24275873	-	368
ENSG00000189266	chr1	24285599	24285746	+	2564
ENSG00000188529	chr1	24291294	24294446	-	10277
ENSG00000215905	chr1	24334371	24334455	-	328
ENSG00000225315	chr1	24367325	24367432	+	454
ENSG00000142661	chr1	24382525	24384117	-	9371
ENSG00000230703	chr1	24393264	24393332	+	461
ENSG00000142677	chr1	24446261	24448227	-	2798
ENSG00000185436	chr1	24480647	24484381	-	4923
ENSG00000230023	chr1	24526730	24526881	+	1849
ENSG00000221032	chr1	24554407	24554520	+	114
ENSG00000266511	chr1	24606257	24606345	-	89
ENSG00000232298	chr1	24634046	24634270	-	856
ENSG00000158055	chr1	24645812	24646237	+	3940
ENSG00000001460	chr1	24683489	24685109	-	8514
ENSG00000001461	chr1	24742284	24742394	+	9404
ENSG00000117602	chr1	24829387	24829640	+	6964
ENSG00000266551	chr1	24855945	24856204	-	260
ENSG00000264443	chr1	24865292	24866366	-	1445
ENSG00000184454	chr1	24882602	24882660	+	4122
ENSG00000227312	chr1	24890118	24890465	+	348
ENSG00000239106	chr1	24951902	24952004	-	103
ENSG00000133226	chr1	24958207	24958268	+	8168
ENSG00000238986	chr1	24993474	24993578	-	105
ENSG00000169504	chr1	25071848	25072116	+	4495
ENSG00000238482	chr1	25104364	25104470	-	107
ENSG00000020633	chr1	25226002	25229157	-	4605
ENSG00000229162	chr1	25287836	25288337	+	820
ENSG00000261025	chr1	25294914	25297356	-	2443
ENSG00000264371	chr1	25349994	25350077	+	84
ENSG00000233755	chr1	25370198	25370327	-	863
ENSG00000233419	chr1	25451544	25451945	-	402
ENSG00000231953	chr1	25534630	25534713	+	420
ENSG00000117614	chr1	25549170	25549922	-	3370
ENSG00000117616	chr1	25568728	25569196	-	6804
ENSG00000272432	chr1	25574328	25574812	+	485
ENSG00000261349	chr1	25592593	25592625	-	459
ENSG00000187010	chr1	25598884	25599186	+	3313
ENSG00000224183	chr1	25620655	25621134	-	480
ENSG00000259984	chr1	25662920	25662952	-	459
ENSG00000183726	chr1	25664408	25664947	+	3410
ENSG00000252515	chr1	25667462	25667525	+	64
ENSG00000238889	chr1	25672765	25672868	-	104
ENSG00000188672	chr1	25688740	25689044	-	2433
ENSG00000238084	chr1	25725203	25725771	+	569
ENSG00000266468	chr1	25732722	25732780	+	59
ENSG00000204178	chr1	25757388	25757669	+	3940
ENSG00000157978	chr1	25870071	25870277	+	5397
ENSG00000225643	chr1	25907969	25908263	+	483
ENSG00000117643	chr1	25943959	25944828	+	9014
ENSG00000233478	chr1	25971035	25972911	-	2224
ENSG00000162430	chr1	26126667	26126904	+	4421
ENSG00000255054	chr1	26137961	26138026	+	792
ENSG00000228172	chr1	26143240	26143371	-	615
ENSG00000117640	chr1	26145131	26145343	+	5816
ENSG00000223474	chr1	26145212	26147288	-	2077
ENSG00000272478	chr1	26158404	26158625	-	222
ENSG00000127423	chr1	26158414	26158649	-	2352
ENSG00000236528	chr1	26186104	26186366	+	849
ENSG00000182749	chr1	26187701	26190352	-	3297
ENSG00000207302	chr1	26203987	26204096	+	110
ENSG00000117632	chr1	26210672	26212360	-	6261
ENSG00000229786	chr1	26213851	26214101	+	251
ENSG00000223624	chr1	26215461	26215600	+	140
ENSG00000264021	chr1	26232853	26232945	-	93
ENSG00000266763	chr1	26238240	26238313	+	74
ENSG00000158006	chr1	26286258	26288574	-	3835
ENSG00000207237	chr1	26290688	26290791	+	104
ENSG00000252190	chr1	26332497	26332621	+	125
ENSG00000252691	chr1	26332707	26332790	+	84
ENSG00000158008	chr1	26346375	26346435	+	4537
ENSG00000158014	chr1	26363743	26365796	-	3498
ENSG00000158022	chr1	26377795	26378374	-	2573
ENSG00000265320	chr1	26398069	26398168	+	100
ENSG00000175087	chr1	26437664	26437911	+	4527
ENSG00000197245	chr1	26485511	26485617	+	1524
ENSG00000142684	chr1	26496362	26496674	+	1956
ENSG00000236782	chr1	26496438	26497304	-	1290
ENSG00000142675	chr1	26503894	26504090	+	4043
ENSG00000188782	chr1	26517052	26517331	+	2030
ENSG00000236155	chr1	26536232	26537401	+	3191
ENSG00000130695	chr1	26560691	26560801	+	5145
ENSG00000270733	chr1	26589532	26589889	-	358
ENSG00000142669	chr1	26605667	26606694	+	1780
ENSG00000158062	chr1	26607819	26609060	-	4704
ENSG00000169442	chr1	26644448	26644562	+	935
ENSG00000176092	chr1	26648350	26648547	-	5135
ENSG00000225854	chr1	26653179	26653524	+	346
ENSG00000265143	chr1	26674956	26675210	-	255
ENSG00000176083	chr1	26688125	26688513	-	2379
ENSG00000131914	chr1	26737269	26737413	+	4008
ENSG00000117682	chr1	26758773	26759214	+	5596
ENSG00000223583	chr1	26781144	26781678	-	535
ENSG00000225891	chr1	26789247	26789361	-	529
ENSG00000198830	chr1	26798941	26799118	+	2509
ENSG00000224129	chr1	26845845	26846741	-	897
ENSG00000117676	chr1	26856252	26856474	+	5884
ENSG00000238705	chr1	26881033	26881084	+	52
ENSG00000243905	chr1	26919737	26920037	-	301
ENSG00000252802	chr1	26920431	26920532	-	102
ENSG00000229247	chr1	26966868	26967105	-	238
ENSG00000238316	chr1	26968777	26968880	-	104
ENSG00000235069	chr1	26973938	26974172	+	235
ENSG00000260063	chr1	27018623	27020622	-	2000
ENSG00000117713	chr1	27022524	27024031	+	9246
ENSG00000266138	chr1	27090115	27090393	+	279
ENSG00000060642	chr1	27113963	27114297	+	3382
ENSG00000241188	chr1	27141313	27141601	+	289
ENSG00000204160	chr1	27153201	27153630	+	5436
ENSG00000175793	chr1	27189633	27190947	+	1315
ENSG00000226698	chr1	27202624	27202801	+	306
ENSG00000142751	chr1	27202624	27206240	-	4979
ENSG00000198746	chr1	27216979	27217717	-	2225
ENSG00000090273	chr1	27226729	27226891	+	2856
ENSG00000131910	chr1	27237980	27238577	-	1156
ENSG00000175707	chr1	27276053	27276642	-	1793
ENSG00000172746	chr1	27306656	27307005	+	497
ENSG00000224064	chr1	27310119	27310515	+	397
ENSG00000225294	chr1	27312388	27312831	-	444
ENSG00000253368	chr1	27320198	27321121	+	1976
ENSG00000158246	chr1	27331511	27333448	-	2368
ENSG00000090020	chr1	27425306	27427135	-	5974
ENSG00000229985	chr1	27503242	27503768	+	527
ENSG00000214973	chr1	27527325	27527964	-	640
ENSG00000225159	chr1	27533421	27534287	+	867
ENSG00000225990	chr1	27537756	27537975	+	220
ENSG00000224311	chr1	27555597	27555726	-	379
ENSG00000142784	chr1	27561007	27561442	+	6010
ENSG00000252098	chr1	27581955	27582058	-	104
ENSG00000243659	chr1	27637731	27637836	+	282
ENSG00000186501	chr1	27648651	27648882	+	4461
ENSG00000206888	chr1	27651710	27651816	+	107
ENSG00000241547	chr1	27651820	27652287	+	468
ENSG00000142765	chr1	27668513	27668858	+	5575
ENSG00000142733	chr1	27681675	27681960	-	4951
ENSG00000142748	chr1	27695603	27695968	-	2167
ENSG00000174950	chr1	27705666	27706685	-	2041
ENSG00000231207	chr1	27715972	27716141	+	355
ENSG00000181773	chr1	27719148	27719241	+	2115
ENSG00000158195	chr1	27730730	27734840	-	5666
ENSG00000241169	chr1	27783709	27783849	+	428
ENSG00000237429	chr1	27852316	27852396	+	283
ENSG00000126705	chr1	27860546	27861427	-	7157
ENSG00000000938	chr1	27938575	27939633	-	3474
ENSG00000235912	chr1	27975930	27976121	+	192
ENSG00000233975	chr1	27986839	27987233	-	441
ENSG00000126709	chr1	27992572	27992986	-	865
ENSG00000225886	chr1	27995979	27996097	+	489
ENSG00000206767	chr1	28002114	28002220	-	107
ENSG00000226662	chr1	28013321	28013982	-	662
ENSG00000207095	chr1	28020242	28020346	+	105
ENSG00000009780	chr1	28052490	28052672	+	4034
ENSG00000231344	chr1	28065602	28065950	+	349
ENSG00000230833	chr1	28066465	28067140	+	676
ENSG00000117758	chr1	28099694	28099936	+	3846
ENSG00000269971	chr1	28100369	28100552	+	184
ENSG00000270031	chr1	28146494	28146852	+	359
ENSG00000223062	chr1	28151049	28151154	+	106
ENSG00000117751	chr1	28157289	28157877	+	2819
ENSG00000252947	chr1	28160912	28161077	+	166
ENSG00000268552	chr1	28177085	28177255	-	171
ENSG00000130775	chr1	28199055	28199176	+	4620
ENSG00000117748	chr1	28218035	28218758	-	2019
ENSG00000130768	chr1	28261504	28261755	+	2670
ENSG00000227050	chr1	28265386	28265590	-	491
ENSG00000158156	chr1	28285973	28286873	+	2743
ENSG00000158161	chr1	28296855	28301057	-	6483
ENSG00000238231	chr1	28316669	28317035	-	367
ENSG00000240750	chr1	28358397	28358691	-	295
ENSG00000228589	chr1	28421582	28422933	-	1352
ENSG00000228943	chr1	28436250	28436388	+	235
ENSG00000214812	chr1	28446960	28447029	-	557
ENSG00000253005	chr1	28469248	28469352	-	105
ENSG00000252429	chr1	28470667	28470728	-	62
ENSG00000169403	chr1	28473677	28477570	-	4706
ENSG00000126698	chr1	28525967	28526085	-	2609
ENSG00000215902	chr1	28527013	28527030	-	66
ENSG00000269804	chr1	28527070	28527419	+	350
ENSG00000130770	chr1	28562620	28562781	+	2225
ENSG00000270605	chr1	28566020	28567964	-	1945
ENSG00000271398	chr1	28573655	28574079	+	425
ENSG00000130766	chr1	28586038	28586448	+	3453
ENSG00000130772	chr1	28655513	28655691	+	2017
ENSG00000204138	chr1	28696114	28696336	+	7165
ENSG00000206779	chr1	28749066	28749166	-	101
ENSG00000229820	chr1	28780052	28780445	+	394
ENSG00000221216	chr1	28807874	28807992	+	119
ENSG00000180198	chr1	28832455	28832596	+	3888
ENSG00000242125	chr1	28832492	28832596	+	4088
ENSG00000200087	chr1	28835071	28835274	+	204
ENSG00000238821	chr1	28843988	28844087	+	100
ENSG00000231468	chr1	28852830	28853124	-	611
ENSG00000180098	chr1	28879597	28880560	+	4305
ENSG00000197989	chr1	28905050	28905192	-	3377
ENSG00000221539	chr1	28905261	28905334	-	74
ENSG00000120656	chr1	28915835	28916286	-	2337
ENSG00000188060	chr1	28918712	28918911	+	2180
ENSG00000229388	chr1	28969740	28970029	+	978
ENSG00000270103	chr1	28975112	28975245	+	134
ENSG00000162419	chr1	28995244	28995351	+	6459
ENSG00000252777	chr1	29016177	29016306	+	130
ENSG00000198492	chr1	29063133	29064194	+	3859
ENSG00000116329	chr1	29138654	29139122	+	1774
ENSG00000226852	chr1	29194087	29195072	+	1747
ENSG00000233427	chr1	29196995	29197514	-	1085
ENSG00000199756	chr1	29208238	29208347	-	110
ENSG00000159023	chr1	29213603	29213722	+	8282
ENSG00000225616	chr1	29308790	29309120	-	331
ENSG00000206704	chr1	29312222	29312322	+	101
ENSG00000253304	chr1	29445940	29448360	-	2639
ENSG00000225750	chr1	29471006	29471061	-	279
ENSG00000116350	chr1	29474255	29475738	-	3211
ENSG00000227637	chr1	29479001	29479199	+	320
ENSG00000116353	chr1	29519385	29520691	-	3922
ENSG00000237934	chr1	29550445	29550776	+	573
ENSG00000060656	chr1	29563028	29563229	+	6700
ENSG00000221550	chr1	29580054	29580195	-	142
ENSG00000230523	chr1	29656132	29657704	-	2148
ENSG00000266678	chr1	29758993	29759074	+	82
ENSG00000225011	chr1	29814705	29814897	-	349
ENSG00000221126	chr1	30117392	30117525	-	134
ENSG00000228176	chr1	30181698	30181971	-	498
ENSG00000222787	chr1	30357749	30357852	+	104
ENSG00000270927	chr1	30377712	30378204	-	493
ENSG00000233399	chr1	30486799	30487356	-	1519
ENSG00000233372	chr1	30613110	30613187	+	551
ENSG00000231251	chr1	30699370	30699462	+	93
ENSG00000236335	chr1	30882407	30882571	-	507
ENSG00000231949	chr1	30888672	30888720	+	481
ENSG00000162510	chr1	31184124	31186478	-	4606
ENSG00000186056	chr1	31191351	31194021	+	4024
ENSG00000162511	chr1	31205316	31206764	-	3274
ENSG00000264773	chr1	31212003	31212079	-	77
ENSG00000229607	chr1	31283225	31283561	-	444
ENSG00000223382	chr1	31297075	31297220	+	1326
ENSG00000222784	chr1	31316670	31316957	+	288
ENSG00000235143	chr1	31331005	31331213	+	1747
ENSG00000162512	chr1	31342314	31346224	-	7067
ENSG00000134644	chr1	31404353	31406189	-	6621
ENSG00000200154	chr1	31408535	31408620	-	86
ENSG00000202107	chr1	31421964	31422049	-	86
ENSG00000200181	chr1	31441011	31441083	-	73
ENSG00000237329	chr1	31509581	31510087	+	507
ENSG00000232768	chr1	31523719	31523881	+	163
